Produkti,KohaDites,Shitjet,Data
DR GERARD,Mbremje,26,5/4/2022
PATOS,Mengjes,46,5/4/2022
PATOS,Mesdite,14,5/4/2022
PATOS,Mbremje,32,5/4/2022
DORITOS,Mengjes,34,5/4/2022
DORITOS,Mesdite,25,5/4/2022
DORITOS,Mbremje,25,5/4/2022
JANA,Mengjes,15,5/4/2022
JANA,Mesdite,48,5/4/2022
JANA,Mbremje,19,5/4/2022
SKOPSKO,Mengjes,30,5/4/2022
SKOPSKO,Mesdite,15,5/4/2022
SKOPSKO,Mbremje,15,5/4/2022
Golden Eagle,Mengjes,25,5/5/2022
Golden Eagle,Mesdite,6,5/5/2022
Golden Eagle,Mbremje,25,5/5/2022
Birra Peja,Mengjes,35,5/5/2022
Birra Peja,Mesdite,39,5/5/2022
Birra Peja,Mbremje,49,5/5/2022
Lasko,Mengjes,48,5/5/2022
Lasko,Mesdite,39,5/5/2022
Lasko,Mbremje,10,5/5/2022
B52,Mengjes,20,5/5/2022
B52,Mesdite,49,5/5/2022
B52,Mbremje,20,5/5/2022
VIPA,Mengjes,32,5/5/2022
VIPA,Mesdite,35,5/5/2022
VIPA,Mbremje,48,5/5/2022
DR GERARD,Mengjes,16,5/5/2022
DR GERARD,Mesdite,5,5/5/2022
DR GERARD,Mbremje,40,5/5/2022
PATOS,Mengjes,3,5/5/2022
PATOS,Mesdite,29,5/5/2022
PATOS,Mbremje,35,5/5/2022
DORITOS,Mengjes,4,5/5/2022
DORITOS,Mesdite,21,5/5/2022
DORITOS,Mbremje,44,5/5/2022
JANA,Mengjes,46,5/5/2022
JANA,Mesdite,25,5/5/2022
JANA,Mbremje,15,5/5/2022
SKOPSKO,Mengjes,30,5/5/2022
SKOPSKO,Mesdite,8,5/5/2022
SKOPSKO,Mbremje,47,5/5/2022
Golden Eagle,Mengjes,9,5/6/2022
Golden Eagle,Mesdite,25,5/6/2022
Golden Eagle,Mbremje,5,5/6/2022
Birra Peja,Mengjes,8,5/6/2022
Birra Peja,Mesdite,46,5/6/2022
Birra Peja,Mbremje,21,5/6/2022
Lasko,Mengjes,13,5/6/2022
Lasko,Mesdite,23,5/6/2022
Lasko,Mbremje,34,5/6/2022
B52,Mengjes,24,5/6/2022
B52,Mesdite,29,5/6/2022
B52,Mbremje,45,5/6/2022
VIPA,Mengjes,1,5/6/2022
VIPA,Mesdite,32,5/6/2022
VIPA,Mbremje,21,5/6/2022
DR GERARD,Mengjes,7,5/6/2022
DR GERARD,Mesdite,42,5/6/2022
DR GERARD,Mbremje,4,5/6/2022
PATOS,Mengjes,17,5/6/2022
PATOS,Mesdite,25,5/6/2022
PATOS,Mbremje,40,5/6/2022
DORITOS,Mengjes,23,5/6/2022
DORITOS,Mesdite,45,5/6/2022
DORITOS,Mbremje,47,5/6/2022
JANA,Mengjes,33,5/6/2022
JANA,Mesdite,36,5/6/2022
JANA,Mbremje,4,5/6/2022
SKOPSKO,Mengjes,40,5/6/2022
SKOPSKO,Mesdite,48,5/6/2022
SKOPSKO,Mbremje,15,5/6/2022
Golden Eagle,Mengjes,32,5/7/2022
Golden Eagle,Mesdite,31,5/7/2022
Golden Eagle,Mbremje,24,5/7/2022
Birra Peja,Mengjes,31,5/7/2022
Birra Peja,Mesdite,17,5/7/2022
Birra Peja,Mbremje,25,5/7/2022
Lasko,Mengjes,49,5/7/2022
Lasko,Mesdite,15,5/7/2022
Lasko,Mbremje,48,5/7/2022
B52,Mengjes,45,5/7/2022
B52,Mesdite,22,5/7/2022
B52,Mbremje,37,5/7/2022
VIPA,Mengjes,5,5/7/2022
VIPA,Mesdite,1,5/7/2022
VIPA,Mbremje,48,5/7/2022
DR GERARD,Mengjes,39,5/7/2022
DR GERARD,Mesdite,18,5/7/2022
DR GERARD,Mbremje,32,5/7/2022
PATOS,Mengjes,50,5/7/2022
PATOS,Mesdite,48,5/7/2022
PATOS,Mbremje,41,5/7/2022
DORITOS,Mengjes,41,5/7/2022
DORITOS,Mesdite,23,5/7/2022
DORITOS,Mbremje,29,5/7/2022
JANA,Mengjes,13,5/7/2022
JANA,Mesdite,22,5/7/2022
JANA,Mbremje,21,5/7/2022
SKOPSKO,Mengjes,32,5/7/2022
SKOPSKO,Mesdite,35,5/7/2022
SKOPSKO,Mbremje,48,5/7/2022
Golden Eagle,Mengjes,18,5/8/2022
Golden Eagle,Mesdite,12,5/8/2022
Golden Eagle,Mbremje,29,5/8/2022
Birra Peja,Mengjes,23,5/8/2022
Birra Peja,Mesdite,4,5/8/2022
Birra Peja,Mbremje,14,5/8/2022
Lasko,Mengjes,30,5/8/2022
Lasko,Mesdite,21,5/8/2022
Lasko,Mbremje,45,5/8/2022
B52,Mengjes,39,5/8/2022
B52,Mesdite,24,5/8/2022
B52,Mbremje,28,5/8/2022
VIPA,Mengjes,24,5/8/2022
VIPA,Mesdite,29,5/8/2022
VIPA,Mbremje,3,5/8/2022
DR GERARD,Mengjes,11,5/8/2022
DR GERARD,Mesdite,29,5/8/2022
DR GERARD,Mbremje,13,5/8/2022
PATOS,Mengjes,29,5/8/2022
PATOS,Mesdite,9,5/8/2022
PATOS,Mbremje,50,5/8/2022
DORITOS,Mengjes,36,5/8/2022
DORITOS,Mesdite,42,5/8/2022
DORITOS,Mbremje,29,5/8/2022
JANA,Mengjes,50,5/8/2022
JANA,Mesdite,40,5/8/2022
JANA,Mbremje,41,5/8/2022
SKOPSKO,Mengjes,21,5/8/2022
SKOPSKO,Mesdite,20,5/8/2022
SKOPSKO,Mbremje,46,5/8/2022
Golden Eagle,Mengjes,39,5/9/2022
Golden Eagle,Mesdite,4,5/9/2022
Golden Eagle,Mbremje,34,5/9/2022
Birra Peja,Mengjes,31,5/9/2022
Birra Peja,Mesdite,49,5/9/2022
Birra Peja,Mbremje,33,5/9/2022
Lasko,Mengjes,40,5/9/2022
Lasko,Mesdite,26,5/9/2022
Lasko,Mbremje,42,5/9/2022
B52,Mengjes,46,5/9/2022
B52,Mesdite,42,5/9/2022
B52,Mbremje,48,5/9/2022
VIPA,Mengjes,42,5/9/2022
VIPA,Mesdite,32,5/9/2022
VIPA,Mbremje,25,5/9/2022
DR GERARD,Mengjes,12,5/9/2022
DR GERARD,Mesdite,12,5/9/2022
DR GERARD,Mbremje,19,5/9/2022
PATOS,Mengjes,14,5/9/2022
PATOS,Mesdite,27,5/9/2022
PATOS,Mbremje,9,5/9/2022
DORITOS,Mengjes,49,5/9/2022
DORITOS,Mesdite,45,5/9/2022
DORITOS,Mbremje,19,5/9/2022
JANA,Mengjes,19,5/9/2022
JANA,Mesdite,11,5/9/2022
JANA,Mbremje,26,5/9/2022
SKOPSKO,Mengjes,23,5/9/2022
SKOPSKO,Mesdite,50,5/9/2022
SKOPSKO,Mbremje,21,5/9/2022
Golden Eagle,Mengjes,39,5/10/2022
Golden Eagle,Mesdite,21,5/10/2022
Golden Eagle,Mbremje,22,5/10/2022
Birra Peja,Mengjes,40,5/10/2022
Birra Peja,Mesdite,2,5/10/2022
Birra Peja,Mbremje,19,5/10/2022
Lasko,Mengjes,7,5/10/2022
Lasko,Mesdite,48,5/10/2022
Lasko,Mbremje,47,5/10/2022
B52,Mengjes,24,5/10/2022
B52,Mesdite,49,5/10/2022
B52,Mbremje,20,5/10/2022
VIPA,Mengjes,30,5/10/2022
VIPA,Mesdite,26,5/10/2022
VIPA,Mbremje,43,5/10/2022
DR GERARD,Mengjes,4,5/10/2022
DR GERARD,Mesdite,30,5/10/2022
DR GERARD,Mbremje,28,5/10/2022
PATOS,Mengjes,25,5/10/2022
PATOS,Mesdite,41,5/10/2022
PATOS,Mbremje,29,5/10/2022
DORITOS,Mengjes,49,5/10/2022
DORITOS,Mesdite,38,5/10/2022
DORITOS,Mbremje,27,5/10/2022
JANA,Mengjes,29,5/10/2022
JANA,Mesdite,39,5/10/2022
JANA,Mbremje,2,5/10/2022
SKOPSKO,Mengjes,49,5/10/2022
SKOPSKO,Mesdite,14,5/10/2022
SKOPSKO,Mbremje,33,5/10/2022
Golden Eagle,Mengjes,35,5/11/2022
Golden Eagle,Mesdite,39,5/11/2022
Golden Eagle,Mbremje,47,5/11/2022
Birra Peja,Mengjes,24,5/11/2022
Birra Peja,Mesdite,31,5/11/2022
Birra Peja,Mbremje,11,5/11/2022
Lasko,Mengjes,36,5/11/2022
Lasko,Mesdite,6,5/11/2022
Lasko,Mbremje,44,5/11/2022
B52,Mengjes,28,5/11/2022
B52,Mesdite,6,5/11/2022
B52,Mbremje,1,5/11/2022
VIPA,Mengjes,2,5/11/2022
VIPA,Mesdite,14,5/11/2022
VIPA,Mbremje,50,5/11/2022
DR GERARD,Mengjes,48,5/11/2022
DR GERARD,Mesdite,50,5/11/2022
DR GERARD,Mbremje,4,5/11/2022
PATOS,Mengjes,1,5/11/2022
PATOS,Mesdite,25,5/11/2022
PATOS,Mbremje,1,5/11/2022
DORITOS,Mengjes,47,5/11/2022
DORITOS,Mesdite,4,5/11/2022
DORITOS,Mbremje,18,5/11/2022
JANA,Mengjes,2,5/11/2022
JANA,Mesdite,49,5/11/2022
JANA,Mbremje,39,5/11/2022
SKOPSKO,Mengjes,14,5/11/2022
SKOPSKO,Mesdite,49,5/11/2022
SKOPSKO,Mbremje,22,5/11/2022
Golden Eagle,Mengjes,10,5/12/2022
Golden Eagle,Mesdite,33,5/12/2022
Golden Eagle,Mbremje,13,5/12/2022
Birra Peja,Mengjes,19,5/12/2022
Birra Peja,Mesdite,7,5/12/2022
Birra Peja,Mbremje,25,5/12/2022
Lasko,Mengjes,44,5/12/2022
Lasko,Mesdite,50,5/12/2022
Lasko,Mbremje,31,5/12/2022
B52,Mengjes,2,5/12/2022
B52,Mesdite,11,5/12/2022
B52,Mbremje,45,5/12/2022
VIPA,Mengjes,49,5/12/2022
VIPA,Mesdite,28,5/12/2022
VIPA,Mbremje,36,5/12/2022
DR GERARD,Mengjes,27,5/12/2022
DR GERARD,Mesdite,27,5/12/2022
DR GERARD,Mbremje,1,5/12/2022
PATOS,Mengjes,13,5/12/2022
PATOS,Mesdite,30,5/12/2022
PATOS,Mbremje,24,5/12/2022
DORITOS,Mengjes,38,5/12/2022
DORITOS,Mesdite,3,5/12/2022
DORITOS,Mbremje,14,5/12/2022
JANA,Mengjes,18,5/12/2022
JANA,Mesdite,18,5/12/2022
JANA,Mbremje,11,5/12/2022
SKOPSKO,Mengjes,20,5/12/2022
SKOPSKO,Mesdite,24,5/12/2022
SKOPSKO,Mbremje,40,5/12/2022
Golden Eagle,Mengjes,26,5/13/2022
Golden Eagle,Mesdite,46,5/13/2022
Golden Eagle,Mbremje,46,5/13/2022
Birra Peja,Mengjes,20,5/13/2022
Birra Peja,Mesdite,12,5/13/2022
Birra Peja,Mbremje,31,5/13/2022
Lasko,Mengjes,43,5/13/2022
Lasko,Mesdite,1,5/13/2022
Lasko,Mbremje,7,5/13/2022
B52,Mengjes,13,5/13/2022
B52,Mesdite,10,5/13/2022
B52,Mbremje,15,5/13/2022
VIPA,Mengjes,27,5/13/2022
VIPA,Mesdite,14,5/13/2022
VIPA,Mbremje,44,5/13/2022
DR GERARD,Mengjes,38,5/13/2022
DR GERARD,Mesdite,1,5/13/2022
DR GERARD,Mbremje,46,5/13/2022
PATOS,Mengjes,27,5/13/2022
PATOS,Mesdite,44,5/13/2022
PATOS,Mbremje,27,5/13/2022
DORITOS,Mengjes,12,5/13/2022
DORITOS,Mesdite,23,5/13/2022
DORITOS,Mbremje,11,5/13/2022
JANA,Mengjes,20,5/13/2022
JANA,Mesdite,15,5/13/2022
JANA,Mbremje,15,5/13/2022
SKOPSKO,Mengjes,43,5/13/2022
SKOPSKO,Mesdite,39,5/13/2022
SKOPSKO,Mbremje,5,5/13/2022
Golden Eagle,Mengjes,35,5/14/2022
Golden Eagle,Mesdite,16,5/14/2022
Golden Eagle,Mbremje,9,5/14/2022
Birra Peja,Mengjes,2,5/14/2022
Birra Peja,Mesdite,37,5/14/2022
Birra Peja,Mbremje,44,5/14/2022
Lasko,Mengjes,20,5/14/2022
Lasko,Mesdite,19,5/14/2022
Lasko,Mbremje,7,5/14/2022
B52,Mengjes,35,5/14/2022
B52,Mesdite,21,5/14/2022
B52,Mbremje,46,5/14/2022
VIPA,Mengjes,36,5/14/2022
VIPA,Mesdite,18,5/14/2022
VIPA,Mbremje,4,5/14/2022
DR GERARD,Mengjes,19,5/14/2022
DR GERARD,Mesdite,19,5/14/2022
DR GERARD,Mbremje,27,5/14/2022
PATOS,Mengjes,10,5/14/2022
PATOS,Mesdite,13,5/14/2022
PATOS,Mbremje,31,5/14/2022
DORITOS,Mengjes,44,5/14/2022
DORITOS,Mesdite,46,5/14/2022
DORITOS,Mbremje,12,5/14/2022
JANA,Mengjes,33,5/14/2022
JANA,Mesdite,16,5/14/2022
JANA,Mbremje,7,5/14/2022
SKOPSKO,Mengjes,33,5/14/2022
SKOPSKO,Mesdite,27,5/14/2022
SKOPSKO,Mbremje,15,5/14/2022
Golden Eagle,Mengjes,45,5/15/2022
Golden Eagle,Mesdite,16,5/15/2022
Golden Eagle,Mbremje,44,5/15/2022
Birra Peja,Mengjes,46,5/15/2022
Birra Peja,Mesdite,31,5/15/2022
Birra Peja,Mbremje,35,5/15/2022
Lasko,Mengjes,30,5/15/2022
Lasko,Mesdite,10,5/15/2022
Lasko,Mbremje,8,5/15/2022
B52,Mengjes,39,5/15/2022
B52,Mesdite,9,5/15/2022
B52,Mbremje,28,5/15/2022
VIPA,Mengjes,17,5/15/2022
VIPA,Mesdite,2,5/15/2022
VIPA,Mbremje,48,5/15/2022
DR GERARD,Mengjes,11,5/15/2022
DR GERARD,Mesdite,19,5/15/2022
DR GERARD,Mbremje,20,5/15/2022
PATOS,Mengjes,38,5/15/2022
PATOS,Mesdite,41,5/15/2022
PATOS,Mbremje,31,5/15/2022
DORITOS,Mengjes,43,5/15/2022
DORITOS,Mesdite,42,5/15/2022
DORITOS,Mbremje,12,5/15/2022
JANA,Mengjes,43,5/15/2022
JANA,Mesdite,12,5/15/2022
JANA,Mbremje,19,5/15/2022
SKOPSKO,Mengjes,25,5/15/2022
SKOPSKO,Mesdite,2,5/15/2022
SKOPSKO,Mbremje,24,5/15/2022
Golden Eagle,Mengjes,44,5/16/2022
Golden Eagle,Mesdite,18,5/16/2022
Golden Eagle,Mbremje,50,5/16/2022
Birra Peja,Mengjes,36,5/16/2022
Birra Peja,Mesdite,35,5/16/2022
Birra Peja,Mbremje,20,5/16/2022
Lasko,Mengjes,33,5/16/2022
Lasko,Mesdite,32,5/16/2022
Lasko,Mbremje,42,5/16/2022
B52,Mengjes,46,5/16/2022
B52,Mesdite,30,5/16/2022
B52,Mbremje,27,5/16/2022
VIPA,Mengjes,27,5/16/2022
VIPA,Mesdite,37,5/16/2022
VIPA,Mbremje,35,5/16/2022
DR GERARD,Mengjes,3,5/16/2022
DR GERARD,Mesdite,21,5/16/2022
DR GERARD,Mbremje,22,5/16/2022
PATOS,Mengjes,40,5/16/2022
PATOS,Mesdite,5,5/16/2022
PATOS,Mbremje,34,5/16/2022
DORITOS,Mengjes,31,5/16/2022
DORITOS,Mesdite,26,5/16/2022
DORITOS,Mbremje,4,5/16/2022
JANA,Mengjes,13,5/16/2022
JANA,Mesdite,17,5/16/2022
JANA,Mbremje,23,5/16/2022
SKOPSKO,Mengjes,4,5/16/2022
SKOPSKO,Mesdite,14,5/16/2022
SKOPSKO,Mbremje,42,5/16/2022
Golden Eagle,Mengjes,32,5/17/2022
Golden Eagle,Mesdite,33,5/17/2022
Golden Eagle,Mbremje,23,5/17/2022
Birra Peja,Mengjes,11,5/17/2022
Birra Peja,Mesdite,32,5/17/2022
Birra Peja,Mbremje,10,5/17/2022
Lasko,Mengjes,11,5/17/2022
Lasko,Mesdite,41,5/17/2022
Lasko,Mbremje,14,5/17/2022
B52,Mengjes,21,5/17/2022
B52,Mesdite,24,5/17/2022
B52,Mbremje,14,5/17/2022
VIPA,Mengjes,47,5/17/2022
VIPA,Mesdite,14,5/17/2022
VIPA,Mbremje,19,5/17/2022
DR GERARD,Mengjes,30,5/17/2022
DR GERARD,Mesdite,14,5/17/2022
DR GERARD,Mbremje,29,5/17/2022
PATOS,Mengjes,8,5/17/2022
PATOS,Mesdite,33,5/17/2022
PATOS,Mbremje,37,5/17/2022
DORITOS,Mengjes,19,5/17/2022
DORITOS,Mesdite,42,5/17/2022
DORITOS,Mbremje,49,5/17/2022
JANA,Mengjes,39,5/17/2022
JANA,Mesdite,44,5/17/2022
JANA,Mbremje,24,5/17/2022
SKOPSKO,Mengjes,5,5/17/2022
SKOPSKO,Mesdite,18,5/17/2022
SKOPSKO,Mbremje,43,5/17/2022
Golden Eagle,Mengjes,27,5/18/2022
Golden Eagle,Mesdite,45,5/18/2022
Golden Eagle,Mbremje,8,5/18/2022
Birra Peja,Mengjes,41,5/18/2022
Birra Peja,Mesdite,42,5/18/2022
Birra Peja,Mbremje,27,5/18/2022
Lasko,Mengjes,29,5/18/2022
Lasko,Mesdite,10,5/18/2022
Lasko,Mbremje,29,5/18/2022
B52,Mengjes,8,5/18/2022
B52,Mesdite,11,5/18/2022
B52,Mbremje,4,5/18/2022
VIPA,Mengjes,23,5/18/2022
VIPA,Mesdite,7,5/18/2022
VIPA,Mbremje,42,5/18/2022
DR GERARD,Mengjes,13,5/18/2022
DR GERARD,Mesdite,36,5/18/2022
DR GERARD,Mbremje,39,5/18/2022
PATOS,Mengjes,46,5/18/2022
PATOS,Mesdite,38,5/18/2022
PATOS,Mbremje,23,5/18/2022
DORITOS,Mengjes,19,5/18/2022
DORITOS,Mesdite,27,5/18/2022
DORITOS,Mbremje,50,5/18/2022
JANA,Mengjes,31,5/18/2022
JANA,Mesdite,11,5/18/2022
JANA,Mbremje,5,5/18/2022
SKOPSKO,Mengjes,10,5/18/2022
SKOPSKO,Mesdite,24,5/18/2022
SKOPSKO,Mbremje,9,5/18/2022
Golden Eagle,Mengjes,28,5/19/2022
Golden Eagle,Mesdite,19,5/19/2022
Golden Eagle,Mbremje,1,5/19/2022
Birra Peja,Mengjes,20,5/19/2022
Birra Peja,Mesdite,42,5/19/2022
Birra Peja,Mbremje,44,5/19/2022
Lasko,Mengjes,40,5/19/2022
Lasko,Mesdite,40,5/19/2022
Lasko,Mbremje,22,5/19/2022
B52,Mengjes,33,5/19/2022
B52,Mesdite,47,5/19/2022
B52,Mbremje,25,5/19/2022
VIPA,Mengjes,17,5/19/2022
VIPA,Mesdite,26,5/19/2022
VIPA,Mbremje,3,5/19/2022
DR GERARD,Mengjes,32,5/19/2022
DR GERARD,Mesdite,24,5/19/2022
DR GERARD,Mbremje,11,5/19/2022
PATOS,Mengjes,18,5/19/2022
PATOS,Mesdite,21,5/19/2022
PATOS,Mbremje,47,5/19/2022
DORITOS,Mengjes,24,5/19/2022
DORITOS,Mesdite,31,5/19/2022
DORITOS,Mbremje,44,5/19/2022
JANA,Mengjes,36,5/19/2022
JANA,Mesdite,30,5/19/2022
JANA,Mbremje,37,5/19/2022
SKOPSKO,Mengjes,41,5/19/2022
SKOPSKO,Mesdite,9,5/19/2022
SKOPSKO,Mbremje,31,5/19/2022
Golden Eagle,Mengjes,31,5/20/2022
Golden Eagle,Mesdite,12,5/20/2022
Golden Eagle,Mbremje,29,5/20/2022
Birra Peja,Mengjes,20,5/20/2022
Birra Peja,Mesdite,21,5/20/2022
Birra Peja,Mbremje,10,5/20/2022
Lasko,Mengjes,42,5/20/2022
Lasko,Mesdite,35,5/20/2022
Lasko,Mbremje,23,5/20/2022
B52,Mengjes,17,5/20/2022
B52,Mesdite,44,5/20/2022
B52,Mbremje,43,5/20/2022
VIPA,Mengjes,21,5/20/2022
VIPA,Mesdite,41,5/20/2022
VIPA,Mbremje,28,5/20/2022
DR GERARD,Mengjes,39,5/20/2022
DR GERARD,Mesdite,1,5/20/2022
DR GERARD,Mbremje,42,5/20/2022
PATOS,Mengjes,26,5/20/2022
PATOS,Mesdite,32,5/20/2022
PATOS,Mbremje,5,5/20/2022
DORITOS,Mengjes,10,5/20/2022
DORITOS,Mesdite,28,5/20/2022
DORITOS,Mbremje,8,5/20/2022
JANA,Mengjes,20,5/20/2022
JANA,Mesdite,38,5/20/2022
JANA,Mbremje,27,5/20/2022
SKOPSKO,Mengjes,41,5/20/2022
SKOPSKO,Mesdite,25,5/20/2022
SKOPSKO,Mbremje,24,5/20/2022
Golden Eagle,Mengjes,25,5/21/2022
Golden Eagle,Mesdite,31,5/21/2022
Golden Eagle,Mbremje,21,5/21/2022
Birra Peja,Mengjes,14,5/21/2022
Birra Peja,Mesdite,38,5/21/2022
Birra Peja,Mbremje,49,5/21/2022
Lasko,Mengjes,6,5/21/2022
Lasko,Mesdite,9,5/21/2022
Lasko,Mbremje,27,5/21/2022
B52,Mengjes,5,5/21/2022
B52,Mesdite,16,5/21/2022
B52,Mbremje,39,5/21/2022
VIPA,Mengjes,19,5/21/2022
VIPA,Mesdite,27,5/21/2022
VIPA,Mbremje,31,5/21/2022
DR GERARD,Mengjes,12,5/21/2022
DR GERARD,Mesdite,24,5/21/2022
DR GERARD,Mbremje,37,5/21/2022
PATOS,Mengjes,39,5/21/2022
PATOS,Mesdite,24,5/21/2022
PATOS,Mbremje,12,5/21/2022
DORITOS,Mengjes,45,5/21/2022
DORITOS,Mesdite,42,5/21/2022
DORITOS,Mbremje,33,5/21/2022
JANA,Mengjes,16,5/21/2022
JANA,Mesdite,29,5/21/2022
JANA,Mbremje,32,5/21/2022
SKOPSKO,Mengjes,1,5/21/2022
SKOPSKO,Mesdite,19,5/21/2022
SKOPSKO,Mbremje,12,5/21/2022
Golden Eagle,Mengjes,45,5/22/2022
Golden Eagle,Mesdite,3,5/22/2022
Golden Eagle,Mbremje,34,5/22/2022
Birra Peja,Mengjes,21,5/22/2022
Birra Peja,Mesdite,49,5/22/2022
Birra Peja,Mbremje,7,5/22/2022
Lasko,Mengjes,5,5/22/2022
Lasko,Mesdite,11,5/22/2022
Lasko,Mbremje,32,5/22/2022
B52,Mengjes,15,5/22/2022
B52,Mesdite,18,5/22/2022
B52,Mbremje,27,5/22/2022
VIPA,Mengjes,30,5/22/2022
VIPA,Mesdite,49,5/22/2022
VIPA,Mbremje,17,5/22/2022
DR GERARD,Mengjes,22,5/22/2022
DR GERARD,Mesdite,34,5/22/2022
DR GERARD,Mbremje,39,5/22/2022
PATOS,Mengjes,48,5/22/2022
PATOS,Mesdite,21,5/22/2022
PATOS,Mbremje,36,5/22/2022
DORITOS,Mengjes,32,5/22/2022
DORITOS,Mesdite,5,5/22/2022
DORITOS,Mbremje,44,5/22/2022
JANA,Mengjes,11,5/22/2022
JANA,Mesdite,1,5/22/2022
JANA,Mbremje,15,5/22/2022
SKOPSKO,Mengjes,27,5/22/2022
SKOPSKO,Mesdite,34,5/22/2022
SKOPSKO,Mbremje,39,5/22/2022
Golden Eagle,Mengjes,37,5/23/2022
Golden Eagle,Mesdite,21,5/23/2022
Golden Eagle,Mbremje,5,5/23/2022
Birra Peja,Mengjes,13,5/23/2022
Birra Peja,Mesdite,9,5/23/2022
Birra Peja,Mbremje,48,5/23/2022
Lasko,Mengjes,19,5/23/2022
Lasko,Mesdite,1,5/23/2022
Lasko,Mbremje,8,5/23/2022
B52,Mengjes,21,5/23/2022
B52,Mesdite,45,5/23/2022
