Produkti,KohaDites,Shitjet,Data
B52,Mbremje,11,2022-05-04
VIPA,Mengjes,1,2022-05-04
VIPA,Mesdite,32,2022-05-04
VIPA,Mbremje,25,2022-05-04
DR GERARD,Mengjes,34,2022-05-04
DR GERARD,Mesdite,8,2022-05-04
DR GERARD,Mbremje,7,2022-05-04
PATOS,Mengjes,37,2022-05-04
PATOS,Mesdite,49,2022-05-04
PATOS,Mbremje,2,2022-05-04
DORITOS,Mengjes,42,2022-05-04
DORITOS,Mesdite,31,2022-05-04
DORITOS,Mbremje,38,2022-05-04
JANA,Mengjes,30,2022-05-04
JANA,Mesdite,33,2022-05-04
JANA,Mbremje,28,2022-05-04
SKOPSKO,Mengjes,30,2022-05-04
SKOPSKO,Mesdite,45,2022-05-04
SKOPSKO,Mbremje,15,2022-05-04
Golden Eagle,Mengjes,31,2022-05-05
Golden Eagle,Mesdite,35,2022-05-05
Golden Eagle,Mbremje,9,2022-05-05
Birra Peja,Mengjes,18,2022-05-05
Birra Peja,Mesdite,14,2022-05-05
Birra Peja,Mbremje,24,2022-05-05
Lasko,Mengjes,47,2022-05-05
Lasko,Mesdite,33,2022-05-05
Lasko,Mbremje,45,2022-05-05
B52,Mengjes,50,2022-05-05
B52,Mesdite,33,2022-05-05
B52,Mbremje,47,2022-05-05
VIPA,Mengjes,32,2022-05-05
VIPA,Mesdite,3,2022-05-05
VIPA,Mbremje,40,2022-05-05
DR GERARD,Mengjes,17,2022-05-05
DR GERARD,Mesdite,46,2022-05-05
DR GERARD,Mbremje,11,2022-05-05
PATOS,Mengjes,30,2022-05-05
PATOS,Mesdite,9,2022-05-05
PATOS,Mbremje,18,2022-05-05
DORITOS,Mengjes,35,2022-05-05
DORITOS,Mesdite,11,2022-05-05
DORITOS,Mbremje,44,2022-05-05
JANA,Mengjes,36,2022-05-05
JANA,Mesdite,22,2022-05-05
JANA,Mbremje,25,2022-05-05
SKOPSKO,Mengjes,15,2022-05-05
SKOPSKO,Mesdite,4,2022-05-05
SKOPSKO,Mbremje,40,2022-05-05
Golden Eagle,Mengjes,21,2022-05-06
Golden Eagle,Mesdite,40,2022-05-06
Golden Eagle,Mbremje,30,2022-05-06
Birra Peja,Mengjes,39,2022-05-06
Birra Peja,Mesdite,16,2022-05-06
Birra Peja,Mbremje,11,2022-05-06
Lasko,Mengjes,48,2022-05-06
Lasko,Mesdite,32,2022-05-06
Lasko,Mbremje,10,2022-05-06
B52,Mengjes,26,2022-05-06
B52,Mesdite,17,2022-05-06
B52,Mbremje,5,2022-05-06
VIPA,Mengjes,44,2022-05-06
VIPA,Mesdite,15,2022-05-06
VIPA,Mbremje,26,2022-05-06
DR GERARD,Mengjes,50,2022-05-06
DR GERARD,Mesdite,45,2022-05-06
DR GERARD,Mbremje,6,2022-05-06
PATOS,Mengjes,33,2022-05-06
PATOS,Mesdite,39,2022-05-06
PATOS,Mbremje,36,2022-05-06
DORITOS,Mengjes,34,2022-05-06
DORITOS,Mesdite,25,2022-05-06
DORITOS,Mbremje,30,2022-05-06
JANA,Mengjes,3,2022-05-06
JANA,Mesdite,19,2022-05-06
JANA,Mbremje,6,2022-05-06
SKOPSKO,Mengjes,36,2022-05-06
SKOPSKO,Mesdite,32,2022-05-06
SKOPSKO,Mbremje,15,2022-05-06
Golden Eagle,Mengjes,23,2022-05-07
Golden Eagle,Mesdite,5,2022-05-07
Golden Eagle,Mbremje,18,2022-05-07
Birra Peja,Mengjes,44,2022-05-07
Birra Peja,Mesdite,18,2022-05-07
Birra Peja,Mbremje,8,2022-05-07
Lasko,Mengjes,26,2022-05-07
Lasko,Mesdite,3,2022-05-07
Lasko,Mbremje,24,2022-05-07
B52,Mengjes,36,2022-05-07
B52,Mesdite,16,2022-05-07
B52,Mbremje,3,2022-05-07
VIPA,Mengjes,33,2022-05-07
VIPA,Mesdite,21,2022-05-07
VIPA,Mbremje,22,2022-05-07
DR GERARD,Mengjes,15,2022-05-07
DR GERARD,Mesdite,50,2022-05-07
DR GERARD,Mbremje,17,2022-05-07
PATOS,Mengjes,42,2022-05-07
PATOS,Mesdite,49,2022-05-07
PATOS,Mbremje,47,2022-05-07
DORITOS,Mengjes,50,2022-05-07
DORITOS,Mesdite,2,2022-05-07
DORITOS,Mbremje,29,2022-05-07
JANA,Mengjes,20,2022-05-07
JANA,Mesdite,22,2022-05-07
JANA,Mbremje,26,2022-05-07
SKOPSKO,Mengjes,37,2022-05-07
SKOPSKO,Mesdite,44,2022-05-07
SKOPSKO,Mbremje,43,2022-05-07
Golden Eagle,Mengjes,20,2022-05-08
Golden Eagle,Mesdite,9,2022-05-08
Golden Eagle,Mbremje,37,2022-05-08
Birra Peja,Mengjes,39,2022-05-08
Birra Peja,Mesdite,46,2022-05-08
Birra Peja,Mbremje,28,2022-05-08
Lasko,Mengjes,47,2022-05-08
Lasko,Mesdite,9,2022-05-08
Lasko,Mbremje,23,2022-05-08
B52,Mengjes,1,2022-05-08
B52,Mesdite,35,2022-05-08
B52,Mbremje,44,2022-05-08
VIPA,Mengjes,10,2022-05-08
VIPA,Mesdite,17,2022-05-08
VIPA,Mbremje,5,2022-05-08
DR GERARD,Mengjes,46,2022-05-08
DR GERARD,Mesdite,36,2022-05-08
DR GERARD,Mbremje,19,2022-05-08
PATOS,Mengjes,14,2022-05-08
PATOS,Mesdite,2,2022-05-08
PATOS,Mbremje,48,2022-05-08
DORITOS,Mengjes,8,2022-05-08
DORITOS,Mesdite,12,2022-05-08
DORITOS,Mbremje,50,2022-05-08
JANA,Mengjes,25,2022-05-08
JANA,Mesdite,37,2022-05-08
JANA,Mbremje,1,2022-05-08
SKOPSKO,Mengjes,49,2022-05-08
SKOPSKO,Mesdite,2,2022-05-08
SKOPSKO,Mbremje,50,2022-05-08
Golden Eagle,Mengjes,32,2022-05-09
Golden Eagle,Mesdite,41,2022-05-09
Golden Eagle,Mbremje,43,2022-05-09
Birra Peja,Mengjes,24,2022-05-09
Birra Peja,Mesdite,31,2022-05-09
Birra Peja,Mbremje,42,2022-05-09
Lasko,Mengjes,30,2022-05-09
Lasko,Mesdite,11,2022-05-09
Lasko,Mbremje,45,2022-05-09
B52,Mengjes,11,2022-05-09
B52,Mesdite,37,2022-05-09
B52,Mbremje,41,2022-05-09
VIPA,Mengjes,19,2022-05-09
VIPA,Mesdite,16,2022-05-09
VIPA,Mbremje,48,2022-05-09
DR GERARD,Mengjes,19,2022-05-09
DR GERARD,Mesdite,22,2022-05-09
DR GERARD,Mbremje,37,2022-05-09
PATOS,Mengjes,17,2022-05-09
PATOS,Mesdite,31,2022-05-09
PATOS,Mbremje,8,2022-05-09
DORITOS,Mengjes,42,2022-05-09
DORITOS,Mesdite,36,2022-05-09
DORITOS,Mbremje,49,2022-05-09
JANA,Mengjes,18,2022-05-09
JANA,Mesdite,18,2022-05-09
JANA,Mbremje,8,2022-05-09
SKOPSKO,Mengjes,34,2022-05-09
SKOPSKO,Mesdite,49,2022-05-09
SKOPSKO,Mbremje,8,2022-05-09
Golden Eagle,Mengjes,17,2022-05-10
Golden Eagle,Mesdite,24,2022-05-10
Golden Eagle,Mbremje,5,2022-05-10
Birra Peja,Mengjes,17,2022-05-10
Birra Peja,Mesdite,16,2022-05-10
Birra Peja,Mbremje,6,2022-05-10
Lasko,Mengjes,49,2022-05-10
Lasko,Mesdite,38,2022-05-10
Lasko,Mbremje,12,2022-05-10
B52,Mengjes,26,2022-05-10
B52,Mesdite,33,2022-05-10
B52,Mbremje,27,2022-05-10
VIPA,Mengjes,7,2022-05-10
VIPA,Mesdite,20,2022-05-10
VIPA,Mbremje,1,2022-05-10
DR GERARD,Mengjes,43,2022-05-10
DR GERARD,Mesdite,28,2022-05-10
DR GERARD,Mbremje,50,2022-05-10
PATOS,Mengjes,50,2022-05-10
PATOS,Mesdite,24,2022-05-10
PATOS,Mbremje,38,2022-05-10
DORITOS,Mengjes,7,2022-05-10
DORITOS,Mesdite,44,2022-05-10
DORITOS,Mbremje,35,2022-05-10
JANA,Mengjes,38,2022-05-10
JANA,Mesdite,19,2022-05-10
JANA,Mbremje,14,2022-05-10
SKOPSKO,Mengjes,39,2022-05-10
SKOPSKO,Mesdite,8,2022-05-10
SKOPSKO,Mbremje,12,2022-05-10
Golden Eagle,Mengjes,40,2022-05-11
Golden Eagle,Mesdite,10,2022-05-11
Golden Eagle,Mbremje,48,2022-05-11
Birra Peja,Mengjes,11,2022-05-11
Birra Peja,Mesdite,44,2022-05-11
Birra Peja,Mbremje,17,2022-05-11
Lasko,Mengjes,24,2022-05-11
Lasko,Mesdite,21,2022-05-11
Lasko,Mbremje,19,2022-05-11
B52,Mengjes,8,2022-05-11
B52,Mesdite,36,2022-05-11
B52,Mbremje,23,2022-05-11
VIPA,Mengjes,43,2022-05-11
VIPA,Mesdite,10,2022-05-11
VIPA,Mbremje,34,2022-05-11
DR GERARD,Mengjes,24,2022-05-11
DR GERARD,Mesdite,26,2022-05-11
DR GERARD,Mbremje,6,2022-05-11
PATOS,Mengjes,13,2022-05-11
PATOS,Mesdite,18,2022-05-11
PATOS,Mbremje,18,2022-05-11
DORITOS,Mengjes,37,2022-05-11
DORITOS,Mesdite,15,2022-05-11
DORITOS,Mbremje,31,2022-05-11
JANA,Mengjes,45,2022-05-11
JANA,Mesdite,6,2022-05-11
JANA,Mbremje,24,2022-05-11
SKOPSKO,Mengjes,14,2022-05-11
SKOPSKO,Mesdite,8,2022-05-11
SKOPSKO,Mbremje,45,2022-05-11
Golden Eagle,Mengjes,30,2022-05-12
Golden Eagle,Mesdite,33,2022-05-12
Golden Eagle,Mbremje,50,2022-05-12
Birra Peja,Mengjes,29,2022-05-12
Birra Peja,Mesdite,21,2022-05-12
Birra Peja,Mbremje,32,2022-05-12
Lasko,Mengjes,26,2022-05-12
Lasko,Mesdite,27,2022-05-12
Lasko,Mbremje,18,2022-05-12
B52,Mengjes,25,2022-05-12
B52,Mesdite,30,2022-05-12
B52,Mbremje,34,2022-05-12
VIPA,Mengjes,39,2022-05-12
VIPA,Mesdite,26,2022-05-12
VIPA,Mbremje,7,2022-05-12
DR GERARD,Mengjes,21,2022-05-12
DR GERARD,Mesdite,45,2022-05-12
DR GERARD,Mbremje,6,2022-05-12
PATOS,Mengjes,24,2022-05-12
PATOS,Mesdite,40,2022-05-12
PATOS,Mbremje,25,2022-05-12
DORITOS,Mengjes,10,2022-05-12
DORITOS,Mesdite,35,2022-05-12
DORITOS,Mbremje,17,2022-05-12
JANA,Mengjes,42,2022-05-12
JANA,Mesdite,32,2022-05-12
JANA,Mbremje,22,2022-05-12
SKOPSKO,Mengjes,42,2022-05-12
SKOPSKO,Mesdite,35,2022-05-12
SKOPSKO,Mbremje,30,2022-05-12
Golden Eagle,Mengjes,30,2022-05-13
Golden Eagle,Mesdite,44,2022-05-13
Golden Eagle,Mbremje,9,2022-05-13
Birra Peja,Mengjes,29,2022-05-13
Birra Peja,Mesdite,9,2022-05-13
Birra Peja,Mbremje,44,2022-05-13
Lasko,Mengjes,8,2022-05-13
Lasko,Mesdite,48,2022-05-13
Lasko,Mbremje,6,2022-05-13
B52,Mengjes,4,2022-05-13
B52,Mesdite,16,2022-05-13
B52,Mbremje,47,2022-05-13
VIPA,Mengjes,49,2022-05-13
VIPA,Mesdite,21,2022-05-13
VIPA,Mbremje,46,2022-05-13
DR GERARD,Mengjes,47,2022-05-13
DR GERARD,Mesdite,48,2022-05-13
DR GERARD,Mbremje,35,2022-05-13
PATOS,Mengjes,46,2022-05-13
PATOS,Mesdite,46,2022-05-13
PATOS,Mbremje,22,2022-05-13
DORITOS,Mengjes,10,2022-05-13
DORITOS,Mesdite,21,2022-05-13
DORITOS,Mbremje,6,2022-05-13
JANA,Mengjes,5,2022-05-13
JANA,Mesdite,17,2022-05-13
JANA,Mbremje,13,2022-05-13
SKOPSKO,Mengjes,11,2022-05-13
SKOPSKO,Mesdite,35,2022-05-13
SKOPSKO,Mbremje,33,2022-05-13
Golden Eagle,Mengjes,12,2022-05-14
Golden Eagle,Mesdite,42,2022-05-14
Golden Eagle,Mbremje,32,2022-05-14
Birra Peja,Mengjes,40,2022-05-14
Birra Peja,Mesdite,44,2022-05-14
Birra Peja,Mbremje,5,2022-05-14
Lasko,Mengjes,50,2022-05-14
Lasko,Mesdite,1,2022-05-14
Lasko,Mbremje,42,2022-05-14
B52,Mengjes,29,2022-05-14
B52,Mesdite,8,2022-05-14
B52,Mbremje,21,2022-05-14
VIPA,Mengjes,11,2022-05-14
VIPA,Mesdite,44,2022-05-14
VIPA,Mbremje,9,2022-05-14
DR GERARD,Mengjes,41,2022-05-14
DR GERARD,Mesdite,12,2022-05-14
DR GERARD,Mbremje,13,2022-05-14
PATOS,Mengjes,10,2022-05-14
PATOS,Mesdite,43,2022-05-14
PATOS,Mbremje,33,2022-05-14
DORITOS,Mengjes,24,2022-05-14
DORITOS,Mesdite,22,2022-05-14
DORITOS,Mbremje,43,2022-05-14
JANA,Mengjes,45,2022-05-14
JANA,Mesdite,45,2022-05-14
JANA,Mbremje,19,2022-05-14
SKOPSKO,Mengjes,44,2022-05-14
SKOPSKO,Mesdite,45,2022-05-14
SKOPSKO,Mbremje,24,2022-05-14
Golden Eagle,Mengjes,29,2022-05-15
Golden Eagle,Mesdite,22,2022-05-15
Golden Eagle,Mbremje,6,2022-05-15
Birra Peja,Mengjes,44,2022-05-15
Birra Peja,Mesdite,49,2022-05-15
Birra Peja,Mbremje,1,2022-05-15
Lasko,Mengjes,35,2022-05-15
Lasko,Mesdite,23,2022-05-15
Lasko,Mbremje,5,2022-05-15
B52,Mengjes,18,2022-05-15
B52,Mesdite,38,2022-05-15
B52,Mbremje,14,2022-05-15
VIPA,Mengjes,5,2022-05-15
VIPA,Mesdite,46,2022-05-15
VIPA,Mbremje,31,2022-05-15
DR GERARD,Mengjes,47,2022-05-15
DR GERARD,Mesdite,35,2022-05-15
DR GERARD,Mbremje,26,2022-05-15
PATOS,Mengjes,16,2022-05-15
PATOS,Mesdite,35,2022-05-15
PATOS,Mbremje,19,2022-05-15
DORITOS,Mengjes,32,2022-05-15
DORITOS,Mesdite,22,2022-05-15
DORITOS,Mbremje,48,2022-05-15
JANA,Mengjes,21,2022-05-15
JANA,Mesdite,16,2022-05-15
JANA,Mbremje,6,2022-05-15
SKOPSKO,Mengjes,50,2022-05-15
SKOPSKO,Mesdite,21,2022-05-15
SKOPSKO,Mbremje,44,2022-05-15
Golden Eagle,Mengjes,13,2022-05-16
Golden Eagle,Mesdite,31,2022-05-16
Golden Eagle,Mbremje,16,2022-05-16
Birra Peja,Mengjes,25,2022-05-16
Birra Peja,Mesdite,19,2022-05-16
Birra Peja,Mbremje,13,2022-05-16
Lasko,Mengjes,20,2022-05-16
Lasko,Mesdite,24,2022-05-16
Lasko,Mbremje,29,2022-05-16
B52,Mengjes,1,2022-05-16
B52,Mesdite,42,2022-05-16
B52,Mbremje,15,2022-05-16
VIPA,Mengjes,19,2022-05-16
VIPA,Mesdite,43,2022-05-16
VIPA,Mbremje,29,2022-05-16
DR GERARD,Mengjes,36,2022-05-16
DR GERARD,Mesdite,25,2022-05-16
DR GERARD,Mbremje,14,2022-05-16
PATOS,Mengjes,50,2022-05-16
PATOS,Mesdite,14,2022-05-16
PATOS,Mbremje,19,2022-05-16
DORITOS,Mengjes,40,2022-05-16
DORITOS,Mesdite,42,2022-05-16
DORITOS,Mbremje,2,2022-05-16
JANA,Mengjes,18,2022-05-16
JANA,Mesdite,22,2022-05-16
JANA,Mbremje,35,2022-05-16
SKOPSKO,Mengjes,48,2022-05-16
SKOPSKO,Mesdite,37,2022-05-16
SKOPSKO,Mbremje,15,2022-05-16
Golden Eagle,Mengjes,43,2022-05-17
Golden Eagle,Mesdite,19,2022-05-17
Golden Eagle,Mbremje,33,2022-05-17
Birra Peja,Mengjes,47,2022-05-17
Birra Peja,Mesdite,29,2022-05-17
Birra Peja,Mbremje,40,2022-05-17
Lasko,Mengjes,41,2022-05-17
Lasko,Mesdite,32,2022-05-17
Lasko,Mbremje,15,2022-05-17
B52,Mengjes,19,2022-05-17
B52,Mesdite,41,2022-05-17
B52,Mbremje,25,2022-05-17
VIPA,Mengjes,35,2022-05-17
VIPA,Mesdite,40,2022-05-17
VIPA,Mbremje,19,2022-05-17
DR GERARD,Mengjes,1,2022-05-17
DR GERARD,Mesdite,30,2022-05-17
DR GERARD,Mbremje,9,2022-05-17
PATOS,Mengjes,12,2022-05-17
PATOS,Mesdite,42,2022-05-17
PATOS,Mbremje,29,2022-05-17
DORITOS,Mengjes,28,2022-05-17
DORITOS,Mesdite,1,2022-05-17
DORITOS,Mbremje,12,2022-05-17
JANA,Mengjes,38,2022-05-17
JANA,Mesdite,16,2022-05-17
JANA,Mbremje,18,2022-05-17
SKOPSKO,Mengjes,26,2022-05-17
SKOPSKO,Mesdite,29,2022-05-17
SKOPSKO,Mbremje,29,2022-05-17
Golden Eagle,Mengjes,17,2022-05-18
Golden Eagle,Mesdite,36,2022-05-18
Golden Eagle,Mbremje,30,2022-05-18
Birra Peja,Mengjes,29,2022-05-18
Birra Peja,Mesdite,36,2022-05-18
Birra Peja,Mbremje,44,2022-05-18
Lasko,Mengjes,3,2022-05-18
Lasko,Mesdite,33,2022-05-18
Lasko,Mbremje,23,2022-05-18
B52,Mengjes,21,2022-05-18
B52,Mesdite,15,2022-05-18
B52,Mbremje,49,2022-05-18
VIPA,Mengjes,12,2022-05-18
VIPA,Mesdite,23,2022-05-18
VIPA,Mbremje,42,2022-05-18
DR GERARD,Mengjes,42,2022-05-18
DR GERARD,Mesdite,22,2022-05-18
DR GERARD,Mbremje,23,2022-05-18
PATOS,Mengjes,3,2022-05-18
PATOS,Mesdite,12,2022-05-18
PATOS,Mbremje,18,2022-05-18
DORITOS,Mengjes,19,2022-05-18
DORITOS,Mesdite,35,2022-05-18
DORITOS,Mbremje,18,2022-05-18
JANA,Mengjes,49,2022-05-18
JANA,Mesdite,19,2022-05-18
JANA,Mbremje,36,2022-05-18
SKOPSKO,Mengjes,25,2022-05-18
SKOPSKO,Mesdite,1,2022-05-18
SKOPSKO,Mbremje,31,2022-05-18
Golden Eagle,Mengjes,45,2022-05-19
Golden Eagle,Mesdite,18,2022-05-19
Golden Eagle,Mbremje,5,2022-05-19
Birra Peja,Mengjes,41,2022-05-19
Birra Peja,Mesdite,9,2022-05-19
Birra Peja,Mbremje,3,2022-05-19
Lasko,Mengjes,25,2022-05-19
Lasko,Mesdite,48,2022-05-19
Lasko,Mbremje,42,2022-05-19
B52,Mengjes,10,2022-05-19
B52,Mesdite,24,2022-05-19
B52,Mbremje,28,2022-05-19
VIPA,Mengjes,28,2022-05-19
VIPA,Mesdite,6,2022-05-19
VIPA,Mbremje,1,2022-05-19
DR GERARD,Mengjes,3,2022-05-19
DR GERARD,Mesdite,32,2022-05-19
DR GERARD,Mbremje,33,2022-05-19
PATOS,Mengjes,38,2022-05-19
PATOS,Mesdite,35,2022-05-19
PATOS,Mbremje,2,2022-05-19
DORITOS,Mengjes,29,2022-05-19
DORITOS,Mesdite,43,2022-05-19
DORITOS,Mbremje,10,2022-05-19
JANA,Mengjes,38,2022-05-19
JANA,Mesdite,2,2022-05-19
JANA,Mbremje,30,2022-05-19
SKOPSKO,Mengjes,19,2022-05-19
SKOPSKO,Mesdite,40,2022-05-19
SKOPSKO,Mbremje,3,2022-05-19
Golden Eagle,Mengjes,9,2022-05-20
Golden Eagle,Mesdite,18,2022-05-20
Golden Eagle,Mbremje,23,2022-05-20
Birra Peja,Mengjes,44,2022-05-20
Birra Peja,Mesdite,7,2022-05-20
Birra Peja,Mbremje,37,2022-05-20
Lasko,Mengjes,15,2022-05-20
Lasko,Mesdite,47,2022-05-20
Lasko,Mbremje,41,2022-05-20
B52,Mengjes,10,2022-05-20
B52,Mesdite,49,2022-05-20
B52,Mbremje,40,2022-05-20
VIPA,Mengjes,3,2022-05-20
VIPA,Mesdite,2,2022-05-20
VIPA,Mbremje,43,2022-05-20
DR GERARD,Mengjes,31,2022-05-20
DR GERARD,Mesdite,36,2022-05-20
DR GERARD,Mbremje,30,2022-05-20
PATOS,Mengjes,6,2022-05-20
PATOS,Mesdite,9,2022-05-20
PATOS,Mbremje,33,2022-05-20
DORITOS,Mengjes,18,2022-05-20
DORITOS,Mesdite,31,2022-05-20
DORITOS,Mbremje,1,2022-05-20
JANA,Mengjes,41,2022-05-20
JANA,Mesdite,12,2022-05-20
JANA,Mbremje,40,2022-05-20
SKOPSKO,Mengjes,13,2022-05-20
SKOPSKO,Mesdite,25,2022-05-20
SKOPSKO,Mbremje,30,2022-05-20
Golden Eagle,Mengjes,15,2022-05-21
Golden Eagle,Mesdite,29,2022-05-21
Golden Eagle,Mbremje,5,2022-05-21
Birra Peja,Mengjes,49,2022-05-21
Birra Peja,Mesdite,28,2022-05-21
Birra Peja,Mbremje,30,2022-05-21
Lasko,Mengjes,49,2022-05-21
Lasko,Mesdite,5,2022-05-21
Lasko,Mbremje,20,2022-05-21
B52,Mengjes,21,2022-05-21
B52,Mesdite,2,2022-05-21
B52,Mbremje,8,2022-05-21
VIPA,Mengjes,48,2022-05-21
VIPA,Mesdite,10,2022-05-21
VIPA,Mbremje,10,2022-05-21
DR GERARD,Mengjes,41,2022-05-21
DR GERARD,Mesdite,2,2022-05-21
DR GERARD,Mbremje,36,2022-05-21
PATOS,Mengjes,19,2022-05-21
PATOS,Mesdite,47,2022-05-21
PATOS,Mbremje,18,2022-05-21
DORITOS,Mengjes,21,2022-05-21
DORITOS,Mesdite,31,2022-05-21
DORITOS,Mbremje,50,2022-05-21
JANA,Mengjes,38,2022-05-21
JANA,Mesdite,17,2022-05-21
JANA,Mbremje,49,2022-05-21
SKOPSKO,Mengjes,6,2022-05-21
SKOPSKO,Mesdite,20,2022-05-21
SKOPSKO,Mbremje,15,2022-05-21
Golden Eagle,Mengjes,9,2022-05-22
Golden Eagle,Mesdite,31,2022-05-22
Golden Eagle,Mbremje,21,2022-05-22
Birra Peja,Mengjes,13,2022-05-22
Birra Peja,Mesdite,22,2022-05-22
Birra Peja,Mbremje,28,2022-05-22
Lasko,Mengjes,7,2022-05-22
Lasko,Mesdite,25,2022-05-22
Lasko,Mbremje,8,2022-05-22
B52,Mengjes,43,2022-05-22
B52,Mesdite,41,2022-05-22
B52,Mbremje,36,2022-05-22
VIPA,Mengjes,33,2022-05-22
VIPA,Mesdite,27,2022-05-22
VIPA,Mbremje,42,2022-05-22
DR GERARD,Mengjes,29,2022-05-22
DR GERARD,Mesdite,6,2022-05-22
DR GERARD,Mbremje,42,2022-05-22
PATOS,Mengjes,1,2022-05-22
PATOS,Mesdite,3,2022-05-22
PATOS,Mbremje,35,2022-05-22
DORITOS,Mengjes,41,2022-05-22
DORITOS,Mesdite,40,2022-05-22
DORITOS,Mbremje,17,2022-05-22
JANA,Mengjes,11,2022-05-22
JANA,Mesdite,36,2022-05-22
JANA,Mbremje,23,2022-05-22
SKOPSKO,Mengjes,33,2022-05-22
SKOPSKO,Mesdite,29,2022-05-22
SKOPSKO,Mbremje,22,2022-05-22
Golden Eagle,Mengjes,33,2022-05-23
Golden Eagle,Mesdite,6,2022-05-23
Golden Eagle,Mbremje,33,2022-05-23
Birra Peja,Mengjes,25,2022-05-23
Birra Peja,Mesdite,13,2022-05-23
Birra Peja,Mbremje,43,2022-05-23
Lasko,Mengjes,18,2022-05-23
Lasko,Mesdite,27,2022-05-23
Lasko,Mbremje,50,2022-05-23
B52,Mengjes,22,2022-05-23
B52,Mesdite,32,2022-05-23
